,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.source,name,tags.alt_name,other_tags,geometry,Country
30881,9700955255,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T32,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.059847099999963 41.6650559),TR
30882,9700955256,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T33,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.065090199999965 41.6644936),TR
30883,9700955257,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T18,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.048507899999965 41.6844404),TR
30884,9700955258,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T19,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.056729 41.687677),TR
30885,9700955259,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T20,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.061835 41.690696),TR
30886,9700955260,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T21,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.066146399999965 41.68863630000001),TR
30887,9700955261,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T23,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.078348699999964 41.687018600000016),TR
30888,9700955262,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T24,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.082416199999965 41.68433880000001),TR
30889,9700955263,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T25,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.057352 41.679455400000016),TR
30890,9700955264,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T26,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.067576799999966 41.68086390000001),TR
30891,9700955265,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T27,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.071848199999966 41.679574),TR
30892,9700955266,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T28,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.076103099999965 41.678009),TR
30893,9700955267,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T29,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.080225099999964 41.67603320000001),TR
30894,9700955268,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T34,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.088874299999965 41.66678870000001),TR
30895,9700955269,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,T35,NULL,"{ ""tags.manufacturer"": ""Vestas"", ""tags.height"": ""180"", ""tags.model"": ""V136"" }",POINT (28.093670599999964 41.66670410000001),TR
30929,10023109901,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.04206160000009 36.11246269999986),TR
30960,10084883752,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.84171320000001 40.2094133),TR
30961,10084906691,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8132979 40.22490130000002),TR
30962,10084914742,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8095052 40.233801),TR
30963,10084914759,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.810621 40.2304264),TR
30964,10084914775,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.82204720000001 40.2271827),TR
30965,10084914789,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.822353 40.22362750000001),TR
30966,10084914847,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8501031 40.20162490000001),TR
30967,10084914853,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8464875 40.20338260000001),TR
30968,10084914878,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8441379 40.2186345),TR
30969,10084914896,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.846568 40.2157875),TR
30970,10084914897,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8513262 40.2144193),TR
30971,10084921217,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8441755 40.2064963),TR
30972,10084921323,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8217254 40.2119819),TR
30973,10084921324,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Vestas"" }",POINT (26.8173587 40.2132969),TR
30989,10251814051,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2670015 41.452786799999934),TR
30990,10251814052,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2727736 41.454684499999935),TR
30991,10251814094,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.3010709 41.43398359999995),TR
30992,10251814394,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2555217 41.4252877999999),TR
30993,10251814395,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2526383 41.4286242999999),TR
30994,10251814396,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2492238 41.4312124999999),TR
30995,10251814397,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2517183 41.4497892999999),TR
30996,10251814398,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2608646 41.4494213999999),TR
30997,10251814399,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2647002 41.4468962999999),TR
30998,10251814400,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2748175 41.4496586999999),TR
30999,10251814401,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2787657 41.449596299999904),TR
31000,10251814402,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2886898 41.4404904999999),TR
31001,10251814403,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.284629 41.440603099999905),TR
31002,10251814404,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.281067 41.441986499999906),TR
31003,10251814405,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2774889 41.442714299999906),TR
31004,10251814406,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2739109 41.442963599999906),TR
31005,10251814407,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2694316 41.4441337999999),TR
31006,10251814409,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2650596 41.441560199999905),TR
31007,10251814410,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2782292 41.43458279999991),TR
31008,10251814411,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2818234 41.43409819999991),TR
31009,10251814412,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2838619 41.432047),TR
31010,10251814413,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2877403 41.43155639999991),TR
31011,10251814414,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2910824 41.43062129999991),TR
31012,10251814415,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2945907 41.42900439999991),TR
31013,10251814416,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2620904 41.405265599999915),TR
31014,10251814417,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.258397 41.40546669999991),TR
31015,10251814418,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2533866 41.402080799999915),TR
31016,10251814419,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2495511 41.40321749999992),TR
31017,10251814420,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.248505 41.40948209999992),TR
31018,10251814421,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2451737 41.41694089999992),TR
31019,10251814422,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2490951 41.416599),TR
31020,10251814423,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.252995 41.41546449999992),TR
31021,10251814424,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2571149 41.41333639999992),TR
31022,10251814425,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2643354 41.41468009999992),TR
31023,10251814426,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2753539 41.41645819999992),TR
31024,10251814427,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2707003 41.41997609999992),TR
31025,10251814428,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2632893 41.42420779999992),TR
31026,10251814429,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2754049 41.42556539999992),TR
31027,10251814430,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2719073 41.42862829999992),TR
31028,10251814450,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2578096 41.43293589999992),TR
31029,10251814454,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2547398 41.436762599999916),TR
31030,10251814458,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.2513401 41.43802129999991),TR
31031,10251814459,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,İstanbul RES Rüzgâr Türbini,NULL,"{ ""tags.operator"": ""Universal Wind Enerji Elektrik Üretim A.Ş."", ""tags.frequency"": ""50"", ""tags.name:en"": ""Istanbul Wind Power Plant"" }",POINT (28.247475 41.439189599999914),TR
31079,10635140186,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Enercon"", ""tags.manufacturer:type"": ""E-138"" }",POINT (36.10236780000017 36.452956299999975),TR
31103,10693961349,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""zorlu Enerji  Hamitabat DRES"" }",POINT (27.317516899999855 41.4891976),TR
31122,10723783355,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.296849 41.13314669999997),TR
31123,10723783356,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.287740199999973 41.132811399999966),TR
31124,10723783357,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.281142 41.13224569999996),TR
31125,10723783358,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.274919299999976 41.131114399999966),TR
31126,10723783359,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.262430899999977 41.127671799999966),TR
31127,10723783360,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.268176199999978 41.128504099999965),TR
31157,10951853206,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,Kemerburgaz Rüzgar Enerji Santrali T1,NULL,"{ ""tags.operator"": ""Kemerburgaz Rüzgar Enerji Santrali"", ""tags.frequency"": ""50"" }",POINT (28.10268 41.38608129999984),TR
31158,10951853207,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,Kemerburgaz Rüzgar Enerji Santrali T2,NULL,"{ ""tags.operator"": ""Kemerburgaz Rüzgar Enerji Santrali"", ""tags.frequency"": ""50"" }",POINT (28.107018 41.38354399999984),TR
31159,10951853208,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,Kemerburgaz Rüzgar Enerji Santrali T3,NULL,"{ ""tags.operator"": ""Kemerburgaz Rüzgar Enerji Santrali"", ""tags.frequency"": ""50"" }",POINT (28.1125437999999 41.38259679999984),TR
31160,10951853209,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,Kemerburgaz Rüzgar Enerji Santrali T4,NULL,"{ ""tags.operator"": ""Kemerburgaz Rüzgar Enerji Santrali"", ""tags.frequency"": ""50"" }",POINT (28.1183266999999 41.37448389999984),TR
31161,10951853210,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,Kemerburgaz Rüzgar Enerji Santrali T5,NULL,"{ ""tags.operator"": ""Kemerburgaz Rüzgar Enerji Santrali"", ""tags.frequency"": ""50"" }",POINT (28.1199734999999 41.36920629999984),TR
31162,10951853211,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,NULL,Kemerburgaz Rüzgar Enerji Santrali T6,NULL,"{ ""tags.operator"": ""Kemerburgaz Rüzgar Enerji Santrali"", ""tags.frequency"": ""50"" }",POINT (28.1233691999999 41.36556079999984),TR
31163,10956816198,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Siemens Gamesa"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""108"" }",POINT (26.35888019999984 40.00465849999993),TR
31164,10967462652,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,Urla RES Türbini,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.77959319999993 38.29551950000002),TR
31197,11017595981,node,TR,wind_turbine,4.0,wind,wind_turbine,generator,NULL,T1,NULL,"{ ""tags.operator"": ""Örenlik Rüzgar Enerji Santrali"" }",POINT (42.19382689999991 38.510940800000036),TR
31201,11070739669,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.manufacturer"": ""Gamesa"", ""tags.manufacturer:type"": ""G114"" }",POINT (36.71790729999995 40.19480800000012),TR
